id,product,amount,price,unit,tax,invoiceid,bodyid,invoicestatusid,customername,currencycode,billdate,account_code,vat_deducation,vat_status
4QZ7AaR, Kamal Bean Barclay Montgomery,1.0,1.284,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
nAP0gBN, Daquan Sharpe Barclay Montgomery,1.0,7.8,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
w7vygrb, Daquan Sharpe Barclay Montgomery,1.0,1.284,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
pw8kg23, Ahmed Schwartz Barclay Montgomery,1.0,9.0,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
qZ1wElD, Ahmed Schwartz Barclay Montgomery,1.0,1.488,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
LEWQ95X, Ryan Rocha Barclay Montgomery,1.0,7.8,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
xrk8g0m, Ryan Rocha Barclay Montgomery,1.0,1.284,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
ZG7Qxaa, Kenyon Hoffman Barclay Montgomery,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
6gwK5DX, Kenyon Hoffman Barclay Montgomery,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
QEz9vAa, Sean Adkins Barclay Montgomery,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
E6AYVm9, Sean Adkins Barclay Montgomery,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
PEv65AW, Yoshi Robbins Barclay Montgomery,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
aw2nx8N, Yoshi Robbins Barclay Montgomery,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
B7qNrWZ, Ishmael Huber Barclay Montgomery,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
DG7g3Y3, Ishmael Huber Barclay Montgomery,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
2qwp9Ey, Benedict Prince Barclay Montgomery,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
lK20gzr, Benedict Prince Barclay Montgomery,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
bLlrx1g, Ora Conner Barclay Montgomery,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
J3RBzAa, Ora Conner Barclay Montgomery,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
87wpalL, Lacey Williamson Barclay Montgomery,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
10RQNEB, Lacey Williamson Barclay Montgomery,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
yYPzg3L, Malachi Bates Barclay Montgomery,1.0,7.8,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
r7yELbd, Malachi Bates Barclay Montgomery,1.0,1.284,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
0PApzE2, Addison Vargas Isaiah White,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
aw2nx8k, Addison Vargas Isaiah White,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
B7qNrW9, Herrod Hart Isaiah White,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
DG7g3Y5, Herrod Hart Isaiah White,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
2qwp9E4, Libby Marquez Isaiah White,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
lK20gzv, Libby Marquez Isaiah White,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
bLlrx1n, Felix Murray Isaiah White,1.0,8.64,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
J3RBzAQ, Felix Murray Isaiah White,1.0,1.428,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
87wpalk, Ishmael Juarez Isaiah White,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
10RQNX7, Ishmael Juarez Isaiah White,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
yYPzga7, Derek Webb Isaiah White,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
r7yELPE, Derek Webb Isaiah White,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
0PApznK, Henry Briggs Lane Mullen,1.0,7.8,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
39wGRQm, Henry Briggs Lane Mullen,1.0,1.284,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
VvVNxQw, Evelyn Alford Lane Mullen,1.0,7.8,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
WvZ0xK5, Evelyn Alford Lane Mullen,1.0,1.284,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
MEP5RYE, Jordan Drake Lane Mullen,1.0,7.8,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
Y7V9xXE, Jordan Drake Lane Mullen,1.0,1.284,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
mzl3g1r, Carly Marsh Nicole Summers,1.0,9.0,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
zK3dgBE, Carly Marsh Nicole Summers,1.0,1.488,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
NEWbAmW, Hunter Watts Nicole Summers,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
9Rw9BXk, Hunter Watts Nicole Summers,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
R6Q9xRz, Hermione Spence Nicole Summers,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
AXpwyl8, Hermione Spence Nicole Summers,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
KE9KNWG, Jade Hartman Nicole Summers,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
55wGKXJ, Jade Hartman Nicole Summers,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
vk7GnmP, Xantha Swanson Nicole Summers,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
kwD1xJl, Xantha Swanson Nicole Summers,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
XvE7xRQ, Colin Valenzuela Nicole Summers,1.0,10.5,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
G398Mrr, Colin Valenzuela Nicole Summers,1.0,1.728,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
7pwmvXY, Xander Bullock Britanney Durham,1.0,7.8,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
dnJ5xR8, Xander Bullock Britanney Durham,1.0,1.284,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
gzy3QDW, Hollee Burgess Britanney Durham,1.0,7.8,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
4QZ7AXk, Hollee Burgess Britanney Durham,1.0,1.284,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
nAP0gyq, Victoria Hayden Britanney Durham,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
w7vygzg, Victoria Hayden Britanney Durham,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
pw8kg0m, Alec Mclaughlin Britanney Durham,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
qZ1wE3M, Alec Mclaughlin Britanney Durham,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
LEWQ9Mx, Kimberley Lancaster Britanney Durham,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
xrk8gNY, Kimberley Lancaster Britanney Durham,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
ZG7QxRV, Hiroko Benjamin Britanney Durham,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
6gwK5XJ, Hiroko Benjamin Britanney Durham,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
QEz9vRX, Henry Sears Britanney Durham,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
E6AYV1N, Henry Sears Britanney Durham,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
PEv65Na, Avye Nelson Sandra Kirby,1.0,9.0,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
aw2nxRk, Avye Nelson Sandra Kirby,1.0,1.488,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
B7qNrb9, Felicia Vinson Sandra Kirby,1.0,7.8,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
DG7g3P5, Felicia Vinson Sandra Kirby,1.0,1.284,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
2qwp9X4, Mason Murray Sandra Kirby,1.0,7.8,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
lK20g8v, Mason Murray Sandra Kirby,1.0,1.284,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
bLlrx7n, Shelly Sawyer Sandra Kirby,1.0,7.8,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
J3RBzVQ, Shelly Sawyer Sandra Kirby,1.0,1.284,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
87wpaXk, Wylie Lewis Sandra Kirby,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
10RQNr7, Wylie Lewis Sandra Kirby,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
yYPzg57, Ezekiel Montgomery Sandra Kirby,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
r7yEL5E, Ezekiel Montgomery Sandra Kirby,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
0PApzyK, Tanek Santana Sandra Kirby,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
39wGR3m, Tanek Santana Sandra Kirby,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
VvVNxbw, Jane Rosario Sandra Kirby,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
WvZ0xJ5, Jane Rosario Sandra Kirby,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
MEP5RmE, Janna Hanson Sandra Kirby,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
Y7V9x1E, Janna Hanson Sandra Kirby,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
mzl3g5r, Neve Davenport Sandra Kirby,1.0,8.64,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
zK3dgGE, Neve Davenport Sandra Kirby,1.0,1.428,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
NEWbAzW, Kasper Gay Sandra Kirby,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
9Rw9Bzk, Kasper Gay Sandra Kirby,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
R6Q9xBz, Hedy Collier Sandra Kirby,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
AXpwyb8, Hedy Collier Sandra Kirby,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
KE9KNMG, Nell Rowland Sandra Kirby,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
55wGKWJ, Nell Rowland Sandra Kirby,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
vk7Gn5P, Alma Summers Sandra Kirby,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
kwD1xLl, Alma Summers Sandra Kirby,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
XvE7x8Q, Quinn Mullins Sandra Kirby,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
G398M0r, Quinn Mullins Sandra Kirby,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
7pwmvYY, Laith Allen Sandra Kirby,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
dnJ5xN8, Laith Allen Sandra Kirby,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
gzy3Q5W, Deanna Mercado Ishmael Hutchinson,1.0,7.8,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
4QZ7AVk, Deanna Mercado Ishmael Hutchinson,1.0,1.284,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
nAP0g5q, Hakeem Nunez Ishmael Hutchinson,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
w7vygXg, Hakeem Nunez Ishmael Hutchinson,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
pw8kg5m, Francis Bonner Ishmael Hutchinson,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
qZ1wE5M, Francis Bonner Ishmael Hutchinson,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
LEWQ9Yx, Dennis Castro Ishmael Hutchinson,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
xrk8gZY, Dennis Castro Ishmael Hutchinson,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
ZG7QxyV, Noble Hood Ishmael Hutchinson,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
6gwK5MJ, Noble Hood Ishmael Hutchinson,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
QEz9vaX, Imogene Newton Ishmael Hutchinson,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
E6AYVPN, Imogene Newton Ishmael Hutchinson,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
PEv659a, Connor Griffin Ishmael Hutchinson,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
aw2nxYk, Connor Griffin Ishmael Hutchinson,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
B7qNrJ9, Philip Wiggins Ishmael Hutchinson,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
DG7g315, Philip Wiggins Ishmael Hutchinson,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
2qwp904, Thaddeus Wilder Ishmael Hutchinson,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
lK20gwv, Thaddeus Wilder Ishmael Hutchinson,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
bLlrxmn, Connor Ewing Ishmael Hutchinson,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
J3RBzWQ, Connor Ewing Ishmael Hutchinson,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
87wpamk, Gregory Patrick Ishmael Hutchinson,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
10RQNa7, Gregory Patrick Ishmael Hutchinson,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
yYPzgp7, Garrison Burke Ishmael Hutchinson,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
r7yELRE, Garrison Burke Ishmael Hutchinson,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
0PApzRK, Minerva Larson Ishmael Hutchinson,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
aw2nxl7, Minerva Larson Ishmael Hutchinson,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
B7qNrmp, Malachi Warren Ishmael Hutchinson,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
DG7g3Nl, Malachi Warren Ishmael Hutchinson,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
2qwp9Bq, Leroy Hawkins Ishmael Hutchinson,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
lK20gMm, Leroy Hawkins Ishmael Hutchinson,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
bLlrxbG, Alea Hendricks Ishmael Hutchinson,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
J3RBzqp, Alea Hendricks Ishmael Hutchinson,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
87wpa8w, Dieter Sloan Ishmael Hutchinson,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
10RQNaV, Dieter Sloan Ishmael Hutchinson,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
yYPzgpR, Adrian Hull Ishmael Hutchinson,1.0,7.02,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
r7yELRa, Adrian Hull Ishmael Hutchinson,1.0,1.164,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
0PApzR1, Ulysses Crawford Ishmael Hutchinson,1.0,8.64,kpl,24.0,pxzaK8,Lpl0,bw,Neque Morbi Ltd,EUR,2020-10-31 00:00:00.0,DgJN,100.0,09e2f
